""

"Save Time: 21/06/2015 10:23:23"
"User Name:omcuser"


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)","Max Rate(bit/s)","Max Bandwidth Utilization(%)","Inbound Discarded Packet(packet)","Outbound Discarded Packet(packet)","Bandwidth(bit/s)","Interface Availability(%)"
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:05:00 UTC+06:00,5 Min,368.0M,1.77G,9.21,44.18
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:10:00 UTC+06:00,5 Min,359.0M,1.71G,8.97,42.86
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:15:00 UTC+06:00,5 Min,349.0M,1.68G,8.73,41.91
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:20:00 UTC+06:00,5 Min,341.0M,1.67G,8.51,41.69
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:25:00 UTC+06:00,5 Min,329.0M,1.67G,8.22,41.68
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:30:00 UTC+06:00,5 Min,317.0M,1.59G,7.92,39.77
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:35:00 UTC+06:00,5 Min,298.0M,1.56G,7.46,39.00
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:40:00 UTC+06:00,5 Min,264.0M,1.37G,6.59,34.21
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:45:00 UTC+06:00,5 Min,243.0M,1.27G,6.08,31.74
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:50:00 UTC+06:00,5 Min,257.0M,1.34G,6.43,33.61
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 00:55:00 UTC+06:00,5 Min,250.0M,1.34G,6.26,33.53
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:00:00 UTC+06:00,5 Min,238.0M,1.3G,5.95,32.59
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:05:00 UTC+06:00,5 Min,233.0M,1.33G,5.82,33.16
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:10:00 UTC+06:00,5 Min,228.0M,1.35G,5.70,33.82
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:15:00 UTC+06:00,5 Min,221.0M,1.33G,5.52,33.30
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:20:00 UTC+06:00,5 Min,211.0M,1.27G,5.28,31.83
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:25:00 UTC+06:00,5 Min,206.0M,1.28G,5.14,31.93
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:30:00 UTC+06:00,5 Min,198.0M,1.21G,4.95,30.25
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:35:00 UTC+06:00,5 Min,191.0M,1.16G,4.77,29.11
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:40:00 UTC+06:00,5 Min,186.0M,1.17G,4.64,29.29
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:45:00 UTC+06:00,5 Min,179.0M,1.13G,4.49,28.16
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:50:00 UTC+06:00,5 Min,173.0M,1.02G,4.33,25.53
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 01:55:00 UTC+06:00,5 Min,166.0M,966.0M,4.14,24.16
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:00:00 UTC+06:00,5 Min,160.0M,932.0M,4.00,23.30
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:05:00 UTC+06:00,5 Min,155.0M,930.0M,3.88,23.24
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:10:00 UTC+06:00,5 Min,150.0M,900.0M,3.76,22.51
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:15:00 UTC+06:00,5 Min,145.0M,876.0M,3.63,21.91
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:20:00 UTC+06:00,5 Min,141.0M,838.0M,3.53,20.95
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:25:00 UTC+06:00,5 Min,141.0M,793.0M,3.52,19.81
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:30:00 UTC+06:00,5 Min,141.0M,789.0M,3.52,19.73
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:35:00 UTC+06:00,5 Min,143.0M,779.0M,3.59,19.48
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:40:00 UTC+06:00,5 Min,143.0M,763.0M,3.58,19.07
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:45:00 UTC+06:00,5 Min,148.0M,716.0M,3.69,17.91
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:50:00 UTC+06:00,5 Min,153.0M,701.0M,3.83,17.53
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 02:55:00 UTC+06:00,5 Min,163.0M,664.0M,4.09,16.60
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:00:00 UTC+06:00,5 Min,168.0M,673.0M,4.21,16.83
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:05:00 UTC+06:00,5 Min,179.0M,697.0M,4.46,17.43
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:10:00 UTC+06:00,5 Min,172.0M,670.0M,4.31,16.76
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:15:00 UTC+06:00,5 Min,169.0M,689.0M,4.23,17.22
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:20:00 UTC+06:00,5 Min,175.0M,704.0M,4.36,17.61
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:25:00 UTC+06:00,5 Min,186.0M,738.0M,4.65,18.46
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:30:00 UTC+06:00,5 Min,216.0M,884.0M,5.40,22.09
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:35:00 UTC+06:00,5 Min,245.0M,1.01G,6.13,25.18
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:40:00 UTC+06:00,5 Min,272.0M,1.15G,6.81,28.70
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:45:00 UTC+06:00,5 Min,287.0M,1.25G,7.17,31.26
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:50:00 UTC+06:00,5 Min,250.0M,1.17G,6.26,29.31
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 03:55:00 UTC+06:00,5 Min,212.0M,1.04G,5.30,26.02
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:00:00 UTC+06:00,5 Min,195.0M,1.01G,4.88,25.20
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:05:00 UTC+06:00,5 Min,188.0M,985.0M,4.69,24.63
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:10:00 UTC+06:00,5 Min,188.0M,968.0M,4.70,24.20
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:15:00 UTC+06:00,5 Min,194.0M,1.0G,4.84,25.06
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:20:00 UTC+06:00,5 Min,193.0M,1.04G,4.83,26.00
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:25:00 UTC+06:00,5 Min,187.0M,1.09G,4.68,27.20
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:30:00 UTC+06:00,5 Min,168.0M,1.03G,4.19,25.75
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:35:00 UTC+06:00,5 Min,152.0M,979.0M,3.80,24.47
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:40:00 UTC+06:00,5 Min,136.0M,914.0M,3.41,22.84
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:45:00 UTC+06:00,5 Min,122.0M,834.0M,3.06,20.84
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:50:00 UTC+06:00,5 Min,114.0M,759.0M,2.85,18.97
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 04:55:00 UTC+06:00,5 Min,101.0M,671.0M,2.52,16.77
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:00:00 UTC+06:00,5 Min,90.1M,591.0M,2.25,14.76
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:05:00 UTC+06:00,5 Min,83.1M,450.0M,2.08,11.24
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:10:00 UTC+06:00,5 Min,77.9M,417.0M,1.95,10.42
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:15:00 UTC+06:00,5 Min,74.5M,387.0M,1.86,9.67
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:20:00 UTC+06:00,5 Min,70.8M,358.0M,1.77,8.94
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:25:00 UTC+06:00,5 Min,67.7M,330.0M,1.69,8.24
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:30:00 UTC+06:00,5 Min,67.8M,304.0M,1.70,7.59
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:35:00 UTC+06:00,5 Min,68.0M,312.0M,1.70,7.80
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:40:00 UTC+06:00,5 Min,67.6M,301.0M,1.69,7.54
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:45:00 UTC+06:00,5 Min,66.2M,285.0M,1.66,7.13
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:50:00 UTC+06:00,5 Min,65.6M,253.0M,1.64,6.32
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 05:55:00 UTC+06:00,5 Min,65.0M,248.0M,1.62,6.20
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:00:00 UTC+06:00,5 Min,64.7M,244.0M,1.62,6.10
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:05:00 UTC+06:00,5 Min,67.2M,242.0M,1.68,6.05
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:10:00 UTC+06:00,5 Min,68.5M,236.0M,1.71,5.90
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:15:00 UTC+06:00,5 Min,70.5M,232.0M,1.76,5.81
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:20:00 UTC+06:00,5 Min,71.5M,239.0M,1.79,5.97
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:25:00 UTC+06:00,5 Min,73.6M,238.0M,1.84,5.94
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:30:00 UTC+06:00,5 Min,74.3M,228.0M,1.86,5.69
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:35:00 UTC+06:00,5 Min,79.5M,238.0M,1.99,5.95
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:40:00 UTC+06:00,5 Min,82.2M,238.0M,2.06,5.96
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:45:00 UTC+06:00,5 Min,87.5M,252.0M,2.19,6.31
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:50:00 UTC+06:00,5 Min,90.2M,260.0M,2.26,6.50
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 06:55:00 UTC+06:00,5 Min,89.3M,249.0M,2.23,6.21
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:00:00 UTC+06:00,5 Min,88.9M,269.0M,2.22,6.72
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:05:00 UTC+06:00,5 Min,92.8M,282.0M,2.32,7.04
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:10:00 UTC+06:00,5 Min,94.6M,302.0M,2.37,7.55
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:15:00 UTC+06:00,5 Min,97.2M,312.0M,2.43,7.79
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:20:00 UTC+06:00,5 Min,100.0M,332.0M,2.51,8.30
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:25:00 UTC+06:00,5 Min,105.0M,342.0M,2.62,8.55
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:30:00 UTC+06:00,5 Min,109.0M,359.0M,2.72,8.98
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:35:00 UTC+06:00,5 Min,114.0M,364.0M,2.84,9.11
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:40:00 UTC+06:00,5 Min,117.0M,375.0M,2.94,9.37
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:45:00 UTC+06:00,5 Min,125.0M,395.0M,3.13,9.87
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:50:00 UTC+06:00,5 Min,132.0M,403.0M,3.29,10.07
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 07:55:00 UTC+06:00,5 Min,134.0M,419.0M,3.35,10.47
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:00:00 UTC+06:00,5 Min,143.0M,434.0M,3.57,10.85
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:05:00 UTC+06:00,5 Min,150.0M,459.0M,3.74,11.46
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:10:00 UTC+06:00,5 Min,156.0M,485.0M,3.91,12.12
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:15:00 UTC+06:00,5 Min,164.0M,541.0M,4.09,13.51
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:20:00 UTC+06:00,5 Min,172.0M,570.0M,4.29,14.24
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:25:00 UTC+06:00,5 Min,179.0M,623.0M,4.48,15.56
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:30:00 UTC+06:00,5 Min,185.0M,631.0M,4.63,15.78
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:35:00 UTC+06:00,5 Min,195.0M,668.0M,4.88,16.70
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:40:00 UTC+06:00,5 Min,202.0M,682.0M,5.04,17.05
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:45:00 UTC+06:00,5 Min,210.0M,702.0M,5.24,17.54
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:50:00 UTC+06:00,5 Min,216.0M,713.0M,5.39,17.83
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 08:55:00 UTC+06:00,5 Min,223.0M,728.0M,5.59,18.21
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:00:00 UTC+06:00,5 Min,231.0M,776.0M,5.77,19.40
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:05:00 UTC+06:00,5 Min,243.0M,789.0M,6.08,19.73
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:10:00 UTC+06:00,5 Min,250.0M,803.0M,6.25,20.07
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:15:00 UTC+06:00,5 Min,256.0M,832.0M,6.40,20.80
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:20:00 UTC+06:00,5 Min,264.0M,844.0M,6.59,21.10
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:25:00 UTC+06:00,5 Min,272.0M,882.0M,6.81,22.04
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:30:00 UTC+06:00,5 Min,278.0M,869.0M,6.96,21.72
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:35:00 UTC+06:00,5 Min,284.0M,898.0M,7.11,22.46
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:40:00 UTC+06:00,5 Min,294.0M,907.0M,7.34,22.67
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:45:00 UTC+06:00,5 Min,303.0M,978.0M,7.59,24.46
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:50:00 UTC+06:00,5 Min,309.0M,991.0M,7.72,24.79
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 09:55:00 UTC+06:00,5 Min,314.0M,984.0M,7.85,24.61
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 10:00:00 UTC+06:00,5 Min,319.0M,1.01G,7.97,25.28
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 10:05:00 UTC+06:00,5 Min,331.0M,1.03G,8.28,25.75
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 10:10:00 UTC+06:00,5 Min,335.0M,1.05G,8.38,26.30
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 10:15:00 UTC+06:00,5 Min,338.0M,1.04G,8.46,26.05
CR07_BSS_NE40E_X8_B/Eth-Trunk0,21/06/2015 10:20:00 UTC+06:00,5 Min,348.0M,1.09G,8.70,27.17


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 10:25:00 UTC+06:00,5 Min,317.0M,395.0M,15.87,19.77
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 10:30:00 UTC+06:00,5 Min,319.0M,397.0M,15.94,19.86
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 10:35:00 UTC+06:00,5 Min,325.0M,408.0M,16.27,20.40
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 10:40:00 UTC+06:00,5 Min,316.0M,398.0M,15.78,19.90
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 10:45:00 UTC+06:00,5 Min,322.0M,406.0M,16.08,20.28
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 10:50:00 UTC+06:00,5 Min,323.0M,407.0M,16.16,20.37
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 10:55:00 UTC+06:00,5 Min,319.0M,406.0M,15.94,20.32
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:00:00 UTC+06:00,5 Min,321.0M,406.0M,16.07,20.29
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:05:00 UTC+06:00,5 Min,325.0M,410.0M,16.24,20.48
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:10:00 UTC+06:00,5 Min,328.0M,410.0M,16.42,20.51
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:15:00 UTC+06:00,5 Min,329.0M,411.0M,16.47,20.54
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:20:00 UTC+06:00,5 Min,323.0M,408.0M,16.13,20.40
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:25:00 UTC+06:00,5 Min,319.0M,403.0M,15.95,20.15
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:30:00 UTC+06:00,5 Min,322.0M,407.0M,16.10,20.37
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:35:00 UTC+06:00,5 Min,322.0M,404.0M,16.10,20.20
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:40:00 UTC+06:00,5 Min,322.0M,403.0M,16.09,20.15
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:45:00 UTC+06:00,5 Min,326.0M,405.0M,16.31,20.27
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:50:00 UTC+06:00,5 Min,322.0M,398.0M,16.12,19.91
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 11:55:00 UTC+06:00,5 Min,314.0M,392.0M,15.69,19.59
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:00:00 UTC+06:00,5 Min,317.0M,397.0M,15.84,19.84
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:05:00 UTC+06:00,5 Min,313.0M,389.0M,15.65,19.43
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:10:00 UTC+06:00,5 Min,312.0M,388.0M,15.58,19.39
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:15:00 UTC+06:00,5 Min,315.0M,392.0M,15.77,19.59
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:20:00 UTC+06:00,5 Min,312.0M,386.0M,15.59,19.32
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:25:00 UTC+06:00,5 Min,310.0M,388.0M,15.51,19.41
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:30:00 UTC+06:00,5 Min,310.0M,389.0M,15.49,19.44
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:35:00 UTC+06:00,5 Min,309.0M,383.0M,15.45,19.14
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:40:00 UTC+06:00,5 Min,308.0M,380.0M,15.40,18.98
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:45:00 UTC+06:00,5 Min,300.0M,374.0M,15.02,18.70
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:50:00 UTC+06:00,5 Min,300.0M,375.0M,15.00,18.75
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 12:55:00 UTC+06:00,5 Min,299.0M,376.0M,14.96,18.78
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:00:00 UTC+06:00,5 Min,297.0M,375.0M,14.87,18.76
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:05:00 UTC+06:00,5 Min,310.0M,397.0M,15.52,19.84
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:10:00 UTC+06:00,5 Min,321.0M,401.0M,16.05,20.07
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:15:00 UTC+06:00,5 Min,321.0M,399.0M,16.05,19.95
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:20:00 UTC+06:00,5 Min,332.0M,410.0M,16.62,20.49
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:25:00 UTC+06:00,5 Min,354.0M,438.0M,17.72,21.90
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:30:00 UTC+06:00,5 Min,364.0M,454.0M,18.22,22.70
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:35:00 UTC+06:00,5 Min,337.0M,426.0M,16.87,21.29
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:40:00 UTC+06:00,5 Min,315.0M,397.0M,15.74,19.86
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:45:00 UTC+06:00,5 Min,312.0M,394.0M,15.60,19.72
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:50:00 UTC+06:00,5 Min,314.0M,392.0M,15.68,19.60
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 13:55:00 UTC+06:00,5 Min,312.0M,387.0M,15.58,19.36
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:00:00 UTC+06:00,5 Min,306.0M,380.0M,15.31,18.98
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:05:00 UTC+06:00,5 Min,301.0M,375.0M,15.06,18.73
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:10:00 UTC+06:00,5 Min,301.0M,369.0M,15.04,18.46
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:15:00 UTC+06:00,5 Min,301.0M,370.0M,15.06,18.52
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:20:00 UTC+06:00,5 Min,294.0M,365.0M,14.72,18.27
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:25:00 UTC+06:00,5 Min,297.0M,366.0M,14.85,18.32
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:30:00 UTC+06:00,5 Min,301.0M,369.0M,15.04,18.47
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:35:00 UTC+06:00,5 Min,298.0M,365.0M,14.91,18.24
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:40:00 UTC+06:00,5 Min,302.0M,367.0M,15.08,18.35
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:45:00 UTC+06:00,5 Min,306.0M,375.0M,15.30,18.74
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:50:00 UTC+06:00,5 Min,307.0M,376.0M,15.35,18.78
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 14:55:00 UTC+06:00,5 Min,307.0M,377.0M,15.36,18.85
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:00:00 UTC+06:00,5 Min,304.0M,372.0M,15.19,18.60
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:05:00 UTC+06:00,5 Min,307.0M,375.0M,15.33,18.77
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:10:00 UTC+06:00,5 Min,308.0M,374.0M,15.41,18.72
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:15:00 UTC+06:00,5 Min,306.0M,374.0M,15.28,18.70
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:20:00 UTC+06:00,5 Min,309.0M,381.0M,15.46,19.03
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:25:00 UTC+06:00,5 Min,310.0M,380.0M,15.49,19.01
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:30:00 UTC+06:00,5 Min,308.0M,381.0M,15.42,19.04
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:35:00 UTC+06:00,5 Min,305.0M,379.0M,15.27,18.95
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:40:00 UTC+06:00,5 Min,309.0M,388.0M,15.46,19.38
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:45:00 UTC+06:00,5 Min,312.0M,390.0M,15.62,19.51
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:50:00 UTC+06:00,5 Min,315.0M,392.0M,15.74,19.58
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 15:55:00 UTC+06:00,5 Min,316.0M,391.0M,15.82,19.57
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 16:00:00 UTC+06:00,5 Min,314.0M,389.0M,15.70,19.46
GZ03_S9306_SW_A/Eth-Trunk4,20/06/2015 16:05:00 UTC+06:00,5 Min,311.0M,386.0M,15.55,19.32
